2511202	Tributus	2.04
2511301	PublicSoft	2.03
2511400	PadraoNacional	
2511608	PublicSoft	2.03
2511707	Elmar	2.02
2511806	Elmar	2.02
2512002	PadraoNacional	
2512036	PublicSoft	2.03
2512101	Elmar	2.02
2512200	PadraoNacional	
2512309	PadraoNacional	
2512408	PadraoNacional	
2512606	PadraoNacional	
2512705	PadraoNacional	
2512721	Elmar	2.02
2512747	PublicSoft	2.03
2512762	PublicSoft	2.03
2512788	PadraoNacional	
2512804	Elmar	2.02
2512903	Elmar	2.02
2513158	Elmar	2.02
2513208	Elmar	2.02
2513307	PublicSoft	2.03
2513356	PublicSoft	2.03
2513406	PadraoNacional	
2513505	PublicSoft	2.03
2513653	PadraoNacional	
2513968	Elmar	2.02
2513984	Elmar	2.02
2514008	PadraoNacional	
2514107	PadraoNacional	
2514206	Elmar	2.02
2514453	PadraoNacional	
2514503	PadraoNacional	
2514602	PadraoNacional	
2514651	PadraoNacional	
2514800	PadraoNacional	
2515005	PadraoNacional	
2515104	PadraoNacional	
2515203	Elmar	2.02
2515302	PublicSoft	2.03
2515401	Elmar	2.02
2515500	PadraoNacional	
2515609	PadraoNacional	
2515807	PublicSoft	2.03
2515906	Elmar	2.02
2515930	Elmar	2.02
2515971	PadraoNacional	
2516003	Elmar	2.02
2516102	PadraoNacional	
2516151	PadraoNacional	
2516201	Tinus	2.03
2516508	PadraoNacional	
2516607	PadraoNacional	
2516706	PadraoNacional	
2516755	PublicSoft	2.03
2516805	Elmar	2.02
2516904	Tinus	2.03
2517001	PadraoNacional	
2517209	PadraoNacional	
2600054	Tributus	2.04
2600104	PadraoNacional	
2600203	SpeedGov	1.00
2600302	Tributus	2.04
2600401	Fiorilli	2.00
2600500	PadraoNacional	
2600807	Tributus	2.04
2600906	Tributus	2.04
2601003	PadraoNacional	
2601052	PadraoNacional	
2601201	Tributus	2.04
2601300	Fiorilli	2.00
2601508	Fiorilli	2.00
2601706	Tributus	2.04
2601805	PadraoNacional	
2601904	Tributus	2.04
2602100	Tributus	2.04
2602209	Tributus	2.04
2602308	Tributus	2.04
2602407	PadraoNacional	
2602605	Tributus	2.04
2602803	Tributus	2.04
2602902	Tinus	2.03
2603207	PadraoNacional	
2603306	PadraoNacional	
2603454	Tinus	2.03
